marca;modelo;ano;tipo_carroceria;tipo_combustivel;transmissão;quilometragem;preço;condição;estado;uf;pais;idade;km_ano
Hyundai;Tucson;2006;Convertible;Petrol;Automatic;418428;1227,00;good;Jodhpur;RJ;India;19;22022,53
Skoda;Kushaq;2020;Sedan;Petrol;CVT;83155;8031,00;excellent;Port Kevin;SCT;UK;5;16631,00
Toyota;RAV4;2021;Coupe;Diesel;CVT;83008;14186,00;excellent;Gopalpur;RJ;India;4;20752,00
Skoda;Octavia;2006;Coupe;Hybrid;Manual;158858;1250,00;good;Montgomeryburgh;BC;Canada;19;8360,95
Honda;CR-V;2016;SUV;Electric;Automatic;130794;4372,00;fair;横浜市旭区;Tokyo;Japan;9;14532,67
Audi;A6;2013;Crossover;Hybrid;Automatic;144790;3198,00;like new;Scottfort;WA;US;12;12065,83
Audi;A4;2018;Hatchback;Petrol;Manual;82559;8742,00;excellent;港区;Okinawa;Japan;7;11794,14
BMW;X3;2012;Crossover;Electric;Automatic;110052;4083,00;new;Jerryland;MB;Canada;13;8465,54
Tata;Altroz;2013;MPV;Diesel;Manual;208594;1317,00;excellent;Belzig;BW;Germany;12;17382,83
Honda;Amaze;2018;MPV;Petrol;CVT;161057;4796,00;good;印旛郡本埜村;Kyoto;Japan;7;23008,14
Tesla;Model Y;2016;Crossover;Hybrid;Automatic;128475;4551,00;good;Mendonça da Praia;PR;Brazil;9;14275,00
Tata;Altroz;2020;Sedan;Petrol;Automatic;75772;5669,00;excellent;Heatherchester;ACT;Australia;5;15154,40
Nissan;Magnite;2023;Van;Petrol;Automatic;22466;21460,00;excellent;Port Bethville;NS;Canada;2;11233,00
Tata;Harrier;2019;Hatchback;Electric;Automatic;37567;5732,00;good;Pretoria;WC;South Africa;6;6261,17
Chevrolet;Trax;2013;Pickup;Petrol;Manual;155533;2826,00;excellent;Câmara;PR;Brazil;12;12961,08
Honda;City;2022;Hatchback;Hybrid;Automatic;24946;11931,00;excellent;North Katherine;FL;US;3;8315,33
Tesla;Model 3;2014;Van;Petrol;Automatic;143247;5036,00;good;Rastatt;BY;Germany;11;13022,45
Toyota;Camry;2025;Sedan;Petrol;Manual;102993;23992,00;good;Bloemfontein;LP;South Africa;0;13684,21
Ford;Maverick;2020;Van;Diesel;CVT;95855;11057,00;excellent;横浜市緑区;Kyoto;Japan;5;19171,00
Volkswagen;Jetta;2020;Coupe;Electric;Manual;48069;16486,00;excellent;West Kristinashire;QLD;Australia;5;9613,80
Honda;City;2017;Coupe;Electric;Automatic;54785;7230,00;good;Bloemfontein;LP;South Africa;8;6848,12
Mahindra;Bolero;2024;Convertible;Petrol;DCT;14581;25372,00;excellent;Andrade;CE;Brazil;1;14581,00
Nissan;Rogue;2019;Sedan;Hybrid;Manual;89379;7985,00;excellent;Udupi;RJ;India;6;14896,50
Mahindra;Scorpio;2013;Crossover;CNG;Automatic;102207;1747,00;good;South Ericton;ENG;UK;12;8517,25
Maruti;Dzire;2012;Hatchback;Petrol;CVT;156650;1161,00;like new;Johannesburg;NW;South Africa;13;12050,00
Kia;Seltos;2017;Sedan;Electric;Automatic;71206;4066,00;fair;St. Emilymouth;NT;Australia;8;8900,75
Audi;Q3;2019;Pickup;Petrol;Manual;86966;18048,00;like new;East London;NW;South Africa;6;14494,33
Kia;Seltos;2014;Convertible;Hybrid;Manual;227937;2517,00;good;Pfaffenhofen an der Ilm;NI;Germany;11;20721,55
Audi;Q3;2021;Convertible;CNG;Automatic;47466;26832,00;excellent;Lake Stewart;NIR;UK;4;11866,50
Maruti;Swift;2018;Crossover;Hybrid;Automatic;80179;4127,00;good;North Cherylton;SCT;UK;7;11454,14
Maruti;Swift;2021;Convertible;Petrol;Automatic;46817;11362,00;good;Johnsonberg;MA;US;4;11704,25
Tesla;Model 3;2021;Pickup;Diesel;Automatic;43648;29305,00;good;Port Melvinside;TX;US;4;10912,00
Maruti;Swift;2017;Crossover;Electric;Automatic;90944;3280,00;good;Cape Town;NW;South Africa;8;11368,00
Mercedes-Benz;GLA;2022;Van;Electric;Automatic;30509;28077,00;fair;Korba;GJ;India;3;10169,67
Toyota;Corolla;2024;Crossover;Petrol;Automatic;12719;28548,00;excellent;South Joannehaven;SCT;UK;1;12719,00
Audi;Q3;2010;Convertible;Electric;Manual;210657;2615,00;excellent;Warangal;GJ;India;15;14043,80
Tata;Punch;2015;Van;Diesel;Automatic;125845;2014,00;excellent;Sandersmouth;NL;Canada;10;12584,50
Skoda;Octavia;2012;Van;Petrol;CVT;238650;1446,00;good;Bousquet;NAQ;France;13;18357,69
Kia;Sorento;2025;SUV;Diesel;Automatic;102993;39174,00;excellent;Werdau;BY;Germany;0;13684,21
Nissan;Magnite;2018;MPV;Hybrid;Automatic;108545;6046,00;good;Carlier;PACA;France;7;15506,43
Volkswagen;Jetta;2014;Coupe;Diesel;Manual;171306;3389,00;excellent;Maheshtala;DL;India;11;15573,27
Honda;Accord;2024;MPV;Diesel;Automatic;16031;23457,00;excellent;Brito do Sul;RJ;Brazil;1;16031,00
Mahindra;Scorpio;2025;Coupe;Hybrid;Automatic;102993;19420,00;fair;Burtonbury;SA;Australia;0;13684,21
Tesla;Model Y;2012;Van;Diesel;Automatic;185032;2915,00;good;Rohtak;PB;India;13;14233,23
Nissan;Magnite;2020;Sedan;Petrol;Manual;113833;8768,00;excellent;Jamnagar;KL;India;5;22766,60
Audi;Q3;2014;Pickup;Petrol;Automatic;254100;4210,00;good;Samson;NAQ;France;11;23100,00
Tata;Nexon;2014;Sedan;Petrol;Automatic;146457;1435,00;excellent;East London;EC;South Africa;11;13314,27
Ford;Explorer;2007;Sedan;Hybrid;CVT;287310;1205,00;good;鎌ケ谷市;Hokkaido;Japan;18;15961,67
Honda;CR-V;2014;Sedan;Diesel;Manual;179918;1935,00;excellent;West Katelynview;WA;US;11;16356,18
Mahindra;Bolero;2011;Crossover;Electric;Automatic;175368;1220,00;good;New Stevenmouth;ENG;UK;14;12526,29
Hyundai;Tucson;2015;Convertible;Diesel;Manual;86903;4562,00;good;Blairchester;MI;US;10;8690,30
Mahindra;XUV700;2013;SUV;Petrol;Automatic;188527;1140,00;salvage;Annatown;TAS;Australia;12;15710,58
Kia;Seltos;2015;MPV;Hybrid;Manual;130043;2510,00;excellent;Tobymouth;ENG;UK;10;13004,30
Ford;Explorer;2024;SUV;Petrol;Automatic;14107;27881,00;good;Lake Kaylaville;TAS;Australia;1;14107,00
Tesla;Model Y;2025;Hatchback;Petrol;Manual;102993;34689,00;good;Soest;SN;Germany;0;13684,21
Hyundai;Sonata;2019;Crossover;Petrol;DCT;70777;8028,00;good;Nicholasland;SCT;UK;6;11796,17
Honda;City;2013;Crossover;Hybrid;Manual;155256;1668,00;good;West Melissa;ACT;Australia;12;12938,00
Ford;Explorer;2020;Van;Plug-in Hybrid;CVT;36382;14877,00;like new;East London;KZN;South Africa;5;7276,40
Hyundai;Elantra;2013;Pickup;Hybrid;Manual;200988;2626,00;excellent;Lopes da Mata;RS;Brazil;12;16749,00
Audi;A6;2019;SUV;CNG;Manual;77648;13064,00;good;da Rocha;PA;Brazil;6;12941,33
Skoda;Kushaq;2018;Convertible;CNG;Automatic;69149;7343,00;fair;West Alexander;SA;Australia;7;9878,43
Tesla;Model Y;2023;Sedan;Hybrid;Manual;28015;25217,00;good;Garciafort;VIC;Australia;2;14007,50
BMW;3 Series;2023;Sedan;Electric;AMT;13108;27976,00;fair;West Megan;NT;Australia;2;6554,00
Volkswagen;Tiguan;2024;Crossover;Petrol;Automatic;25208;25354,00;excellent;Düren;SL;Germany;1;25208,00
Chevrolet;Malibu;2015;Hatchback;Petrol;Manual;117392;1725,00;good;Wattsland;NIR;UK;10;11739,20
Honda;CR-V;2019;SUV;Diesel;Manual;93356;9560,00;new;Costa;PE;Brazil;6;15559,33
Mercedes-Benz;E-Class;2012;Van;Plug-in Hybrid;Automatic;151026;3731,00;good;Weißwasser;SL;Germany;13;11617,38
Ford;Maverick;2015;Sedan;Diesel;CVT;163705;2183,00;fair;Loni;TG;India;10;16370,50
Mahindra;Bolero;2017;Convertible;Diesel;CVT;115964;4086,00;like new;New Phillip;SCT;UK;8;14495,50
Audi;Q5;2021;Sedan;Petrol;Automatic;96010;18252,00;excellent;鎌ケ谷市;Aichi;Japan;4;24002,50
Mahindra;XUV700;2007;SUV;Hybrid;Automatic;209440;1254,00;good;Pretoria;KZN;South Africa;18;11635,56
Ford;F-150;2012;Pickup;Petrol;Automatic;117841;1250,00;salvage;Brandymouth;IL;US;13;9064,69
Tesla;Model Y;2017;Pickup;Petrol;Automatic;124933;7104,00;good;Cape Town;NW;South Africa;8;15616,62
Ford;F-150;2023;Crossover;Hybrid;Manual;29878;15558,00;fair;Carvalho Verde;RJ;Brazil;2;14939,00
Tata;Harrier;2020;Sedan;Diesel;Automatic;75931;6023,00;excellent;Cape Town;KZN;South Africa;5;15186,20
Toyota;Fortuner;2025;Pickup;Diesel;Automatic;102993;47053,00;excellent;Francismouth;NIR;UK;0;13684,21
Toyota;Innova;2019;Crossover;Petrol;Automatic;152465;6946,00;desconhecido;Saint Marcnec;GES;France;6;25410,83
Tata;Nexon;2020;Crossover;Hybrid;AMT;73450;8005,00;good;鴨川市;Kanagawa;Japan;5;14690,00
Nissan;Altima;2013;Crossover;Electric;Manual;163800;2324,00;good;Pritzwalk;SN;Germany;12;13650,00
Tata;Harrier;2014;Coupe;Hybrid;Automatic;148030;1618,00;excellent;Thomasberg;QLD;Australia;11;13457,27
Hyundai;i20;2020;Van;Hybrid;Automatic;69937;9410,00;excellent;New Williamfurt;WLS;UK;5;13987,40
Audi;Q5;2010;MPV;Diesel;Automatic;201273;1724,00;good;GrondinVille;GES;France;15;13418,20
Toyota;Corolla;2019;Coupe;Petrol;Manual;85093;6621,00;fair;Garcia;PE;Brazil;6;14182,17
Honda;CR-V;2020;SUV;Hybrid;Manual;36607;13670,00;good;North Josephmouth;SK;Canada;5;7321,40
Tata;Altroz;2019;Crossover;Petrol;Automatic;77241;5324,00;good;Port Johnbury;OH;US;6;12873,50
Tata;Harrier;2017;SUV;Electric;Automatic;135361;3997,00;good;Paul;PACA;France;8;16920,12
Tesla;Model Y;2009;Convertible;Diesel;Automatic;204470;1708,00;fair;East Ashleyborough;SK;Canada;16;12779,38
Toyota;Innova;2021;Sedan;Petrol;CVT;61796;11605,00;excellent;Port Elizabeth;NC;South Africa;4;15449,00
Skoda;Slavia;2013;Van;CNG;Automatic;262526;1507,00;fair;府中市;Osaka;Japan;12;21877,17
Audi;A4;2021;Hatchback;CNG;Automatic;30430;16630,00;like new;Nigelside;NIR;UK;4;7607,50
Honda;CR-V;2013;Sedan;Diesel;Automatic;236088;1480,00;good;川崎市幸区;Kyoto;Japan;12;19674,00
Hyundai;Sonata;2015;Crossover;Petrol;Automatic;113984;2416,00;fair;East Cindyshire;VIC;Australia;10;11398,40
Toyota;Highlander;2014;Hatchback;Electric;CVT;219156;1489,00;like new;Stollberg;TH;Germany;11;19923,27
Honda;Accord;2022;Sedan;Petrol;CVT;56492;11427,00;fair;Viechtach;BW;Germany;3;18830,67
Tesla;Model Y;2019;Van;Diesel;Automatic;76955;12020,00;fair;Sainte Lucas;HDF;France;6;12825,83
Volkswagen;Taigun;2017;Coupe;Petrol;Automatic;108118;5477,00;fair;Allard-sur-Joly;NAQ;France;8;13514,75
Skoda;Kushaq;2017;Van;Petrol;Manual;127715;3753,00;excellent;Rodrigues do Galho;RJ;Brazil;8;15964,38
Maruti;Wagon R;2019;Van;Petrol;Manual;124896;6175,00;new;Lefort-sur-Mer;GES;France;6;20816,00
Toyota;Highlander;2020;Pickup;Diesel;Automatic;63821;13486,00;good;Suarezland;ACT;Australia;5;12764,20
Tata;Punch;2014;Van;Plug-in Hybrid;CVT;128434;1496,00;good;Teixeira;PE;Brazil;11;11675,82
Tata;Nexon;2025;Van;Petrol;Automatic;102993;22549,00;like new;Johannesburg;NC;South Africa;0;13684,21
Honda;CR-V;2025;SUV;Petrol;Automatic;102993;33549,00;good;Avadi;HR;India;0;13684,21
Nissan;Magnite;2020;MPV;Petrol;Automatic;58048;9005,00;good;Bensonmouth;ENG;UK;5;11609,60
Toyota;Tacoma;2020;Hatchback;Electric;Automatic;28180;9490,00;good;Port Marilyn;WLS;UK;5;5636,00
Mercedes-Benz;E-Class;2017;Van;Petrol;Automatic;65449;10837,00;excellent;Johannesburg;MP;South Africa;8;8181,12
Ford;F-150;2024;MPV;Plug-in Hybrid;Automatic;13684;31489,00;excellent;川崎市多摩区;Tokyo;Japan;1;13684,00
Kia;Seltos;2016;Van;Petrol;Automatic;137858;2766,00;excellent;St. Michael;ACT;Australia;9;15317,56
Chevrolet;Equinox;2014;MPV;Petrol;Automatic;120983;1178,00;salvage;Port Elizabeth;FS;South Africa;11;10998,45
Honda;CR-V;2021;Van;Diesel;Automatic;92738;11252,00;good;Bonnet-les-Bains;HDF;France;4;23184,50
BMW;3 Series;2018;Pickup;Electric;Automatic;98966;15536,00;good;Niesky;BB;Germany;7;14138,00
Tata;Altroz;2018;Pickup;Diesel;Manual;69983;7384,00;excellent;West Christine;MA;US;7;9997,57
Ford;F-150;2012;Hatchback;Petrol;Automatic;152840;1288,00;excellent;Wilsonport;WA;Australia;13;11756,92
Audi;A6;2017;Van;Diesel;Manual;177878;6710,00;excellent;Dharmavaram;WB;India;8;22234,75
Nissan;Sentra;2014;SUV;Electric;Automatic;158392;2727,00;fair;豊島区;Hokkaido;Japan;11;14399,27
Kia;Seltos;2015;Van;Petrol;Automatic;166265;1986,00;fair;da Luz de Abreu;AM;Brazil;10;16626,50
Tesla;Model Y;2015;SUV;Electric;AMT;103623;6147,00;good;Cavalcanti;SP;Brazil;10;10362,30
Skoda;Kushaq;2015;Van;Hybrid;Automatic;197832;2590,00;good;Sagar;PB;India;10;19783,20
Hyundai;Creta;2024;MPV;CNG;Manual;14409;25472,00;excellent;South Davidland;TAS;Australia;1;14409,00
Audi;Q5;2021;Crossover;Diesel;AMT;74015;20520,00;good;Gadebusch;BY;Germany;4;18503,75
Hyundai;Tucson;2015;Sedan;CNG;Automatic;181361;2675,00;excellent;西東京市;Osaka;Japan;10;18136,10
Mahindra;Bolero;2021;SUV;Diesel;Manual;30109;13316,00;excellent;Lake Timothy;NS;Canada;4;7527,25
Nissan;Magnite;2012;Van;Hybrid;Manual;220016;1235,00;fair;Bautzen;HE;Germany;13;16924,31
Skoda;Slavia;2014;Van;Petrol;DCT;185659;1990,00;fair;Katni;RJ;India;11;16878,09
Honda;Accord;2008;Pickup;Diesel;Manual;202086;1322,00;excellent;Durban;GP;South Africa;17;11887,41
Hyundai;Creta;2016;Convertible;Petrol;Manual;115981;3981,00;good;Lake Dennis;ENG;UK;9;12886,78
Volkswagen;Tiguan;2014;Sedan;Petrol;Automatic;197591;1768,00;good;Berlin;TH;Germany;11;17962,82
Mahindra;Bolero;2020;Coupe;CNG;DCT;71721;6091,00;fair;Whiteborough;QLD;Australia;5;14344,20
Ford;Escape;2019;Sedan;Diesel;Manual;140706;6425,00;excellent;西多摩郡檜原村;Hokkaido;Japan;6;23451,00
Mercedes-Benz;GLC;2013;Van;Petrol;Automatic;150265;2611,00;good;Jeffreyview;MB;Canada;12;12522,08
Chevrolet;Silverado;2019;MPV;Petrol;Automatic;55847;8220,00;good;South Barryhaven;WLS;UK;6;9307,83
Skoda;Octavia;2014;Convertible;Diesel;Automatic;110455;3850,00;excellent;Johnsonbury;WA;Australia;11;10041,36
BMW;5 Series;2013;SUV;Diesel;Manual;106004;5255,00;like new;St. Dana;NSW;Australia;12;8833,67
Nissan;Sentra;2019;Pickup;Hybrid;Manual;47391;12739,00;good;Farias;RS;Brazil;6;7898,50
Chevrolet;Malibu;2016;Pickup;CNG;Automatic;219892;2227,00;salvage;Sainte PauletteBourg;BFC;France;9;24432,44
Mahindra;Scorpio;2021;Sedan;Diesel;DCT;64830;7296,00;excellent;Bonillafurt;BC;Canada;4;16207,50
Tesla;Model Y;2005;Crossover;Diesel;Automatic;173369;1150,00;excellent;Almeida;PR;Brazil;20;8668,45
BMW;5 Series;2014;SUV;Diesel;Manual;81852;6289,00;good;Berrychester;ENG;UK;11;7441,09
Audi;A6;2006;SUV;Electric;Automatic;307939;1157,00;salvage;Fischer-les-Bains;PDL;France;19;16207,32
Nissan;Sentra;2011;Sedan;Petrol;Manual;183489;1250,00;like new;Andrewshire;NS;Canada;14;13106,36
Tata;Nexon;2020;Crossover;Hybrid;Automatic;64409;9311,00;excellent;Sainte Agnès-la-Forêt;NAQ;France;5;12881,80
BMW;5 Series;2018;Hatchback;CNG;Manual;162036;5948,00;good;Nicolas;IDF;France;7;23148,00
Chevrolet;Equinox;2005;Van;Petrol;Automatic;418428;1163,00;fair;Guben;BB;Germany;20;20921,40
Chevrolet;Equinox;2006;Convertible;Diesel;CVT;418428;1180,00;excellent;Parbhani;KL;India;19;22022,53
Hyundai;Sonata;2013;SUV;Petrol;Manual;125611;2568,00;like new;Garciaview;MB;Canada;12;10467,58
Tata;Punch;2021;Hatchback;Hybrid;CVT;35226;6246,00;good;Port Elizabeth;MP;South Africa;4;8806,50
Mercedes-Benz;GLC;2021;SUV;Electric;Automatic;42322;27314,00;good;Andrade da Prata;BA;Brazil;4;10580,50
Nissan;Magnite;2010;Van;Diesel;Manual;196563;1274,00;good;Jülich;SL;Germany;15;13104,20
Nissan;Magnite;2018;Hatchback;Hybrid;Automatic;155283;3602,00;good;Bhavnagar;TG;India;7;22183,29
Kia;Sorento;2020;Van;Plug-in Hybrid;Automatic;98213;10087,00;fair;Vellore;RJ;India;5;19642,60
Skoda;Kushaq;2013;Crossover;Electric;Automatic;129458;1902,00;excellent;Tiffanyport;ACT;Australia;12;10788,17
Chevrolet;Trax;2016;Coupe;Hybrid;Manual;113493;3511,00;good;Joshuamouth;SK;Canada;9;12610,33
Ford;Explorer;2019;Coupe;Petrol;Automatic;80316;8908,00;excellent;Williamfort;SK;Canada;6;13386,00
Mahindra;Bolero;2005;SUV;Diesel;CVT;357835;1167,00;good;Akola;TN;India;20;17891,75
Nissan;Magnite;2012;Pickup;Petrol;CVT;197329;2158,00;good;Bloemfontein;GP;South Africa;13;15179,15
Tesla;Model Y;2023;Sedan;Petrol;Automatic;31982;30655,00;excellent;鴨川市;Hokkaido;Japan;2;15991,00
Honda;City;2014;Crossover;Petrol;Manual;93132;2537,00;fair;Turnerside;NIR;UK;11;8466,55
Nissan;Magnite;2009;MPV;Diesel;Automatic;178234;1300,00;good;Port Lynda;NIR;UK;16;11139,62
Skoda;Octavia;2021;Hatchback;CNG;AMT;29702;7404,00;fair;Lucerotown;NT;Australia;4;7425,50
Maruti;Swift;2021;SUV;Petrol;DCT;50666;10284,00;good;Tracybury;MB;Canada;4;12666,50
Tata;Altroz;2019;Coupe;Petrol;Automatic;53337;5323,00;fair;South Travis;WA;Australia;6;8889,50
Tata;Harrier;2021;Pickup;CNG;Manual;31022;10927,00;fair;Machado;SP;Brazil;4;7755,50
Nissan;Magnite;2014;Convertible;Hybrid;CVT;97989;3958,00;excellent;East Terenceshire;NIR;UK;11;8908,09
Hyundai;Tucson;2025;Convertible;Hybrid;Manual;102993;38155,00;good;New John;WA;Australia;0;13684,21
Ford;F-150;2012;SUV;Petrol;Manual;194174;1444,00;fair;Murphybury;SCT;UK;13;14936,46
Chevrolet;Equinox;2020;Coupe;Petrol;DCT;46131;10267,00;fair;Johannesburg;KZN;South Africa;5;9226,20
Maruti;Ertiga;2013;Coupe;CNG;Automatic;276001;1270,00;good;Hainichen;HH;Germany;12;23000,08
Mahindra;Bolero;2020;Crossover;Petrol;Manual;105958;7383,00;excellent;国分寺市;Kyoto;Japan;5;21191,60
BMW;X3;2021;Convertible;Petrol;Manual;83368;20847,00;fair;Belgaum;HR;India;4;20842,00
Chevrolet;Malibu;2015;SUV;Petrol;Automatic;133187;3103,00;excellent;Cameronbury;IL;US;10;13318,70
Kia;Sorento;2009;Coupe;Diesel;Automatic;387427;1246,00;new;横浜市都筑区;Tokyo;Japan;16;24214,19
Skoda;Slavia;2022;Hatchback;Petrol;Automatic;71718;9450,00;good;Dubois;PACA;France;3;23906,00
BMW;5 Series;2010;Pickup;Plug-in Hybrid;Manual;162308;2330,00;good;Pereira;MG;Brazil;15;10820,53
Ford;Maverick;2013;Pickup;Petrol;Manual;182945;2746,00;excellent;Marctown;WLS;UK;12;15245,42
Nissan;Altima;2025;Hatchback;Petrol;Automatic;102993;20311,00;good;Donaldstad;ENG;UK;0;13684,21
Hyundai;Tucson;2018;Coupe;Petrol;Manual;108268;5430,00;good;Leão Alegre;RJ;Brazil;7;15466,86
Maruti;Dzire;2021;Hatchback;CNG;Automatic;56148;6114,00;excellent;East Lawrence;MB;Canada;4;14037,00
BMW;3 Series;2013;Van;Diesel;Automatic;216312;2128,00;fair;Indore;DL;India;12;18026,00
Audi;A4;2014;Crossover;Petrol;CVT;150651;3747,00;like new;Cape Town;WC;South Africa;11;13695,55
Hyundai;Elantra;2016;Convertible;Hybrid;Manual;222603;3697,00;good;Apolda;SH;Germany;9;24733,67
Toyota;Corolla;2006;Crossover;Petrol;CVT;397614;1298,00;good;Sainte Margotdan;PACA;France;19;20927,05
Hyundai;Creta;2019;Crossover;Diesel;Automatic;123891;7543,00;good;Strausberg;HH;Germany;6;20648,50
Maruti;Baleno;2020;MPV;Petrol;Automatic;80399;7997,00;excellent;Chennai;TN;India;5;16079,80
Tata;Punch;2019;Sedan;Petrol;Manual;121244;4338,00;good;Kota;KL;India;6;20207,33
Audi;Q5;2019;Convertible;Petrol;CVT;85775;16114,00;like new;Port Jackson;NS;Canada;6;14295,83
Maruti;Wagon R;2018;SUV;CNG;Automatic;90650;6811,00;like new;Hainichen;SN;Germany;7;12950,00
Tesla;Model Y;2021;Van;CNG;Manual;60925;21236,00;like new;Johannesburg;NC;South Africa;4;15231,25
Hyundai;Creta;2015;SUV;CNG;Manual;82958;4822,00;good;East London;FS;South Africa;10;8295,80
Tesla;Model Y;2020;Convertible;Petrol;CVT;48915;17848,00;fair;Jonathonstad;VIC;Australia;5;9783,00
Skoda;Octavia;2024;Convertible;Petrol;Manual;16139;36391,00;desconhecido;North Mitchell;BC;Canada;1;16139,00
Ford;Maverick;2021;Crossover;Hybrid;Automatic;59960;13415,00;excellent;New Jade;SK;Canada;4;14990,00
Mercedes-Benz;GLA;2014;MPV;Petrol;Automatic;109576;4026,00;good;Bloemfontein;MP;South Africa;11;9961,45
BMW;X3;2021;Crossover;Plug-in Hybrid;Automatic;50339;20303,00;fair;Bishopchester;TAS;Australia;4;12584,75
Audi;Q5;2006;Pickup;Plug-in Hybrid;Automatic;171842;1365,00;excellent;North Elizabethhaven;CA;US;19;9044,32
Maruti;Swift;2024;SUV;CNG;Manual;8943;16226,00;fair;East Matthew;MB;Canada;1;8943,00
Volkswagen;Jetta;2018;Convertible;Petrol;Automatic;72144;8889,00;good;North Alison;NSW;Australia;7;10306,29
Hyundai;Sonata;2024;Coupe;Electric;Manual;12288;37542,00;new;Port Bethanville;WLS;UK;1;12288,00
Kia;Seltos;2017;Convertible;CNG;Automatic;118051;8382,00;excellent;Raurkela Industrial Township;GJ;India;8;14756,38
BMW;3 Series;2018;Hatchback;Diesel;Automatic;66548;7907,00;good;Durban;EC;South Africa;7;9506,86
Skoda;Octavia;2013;Van;Petrol;Automatic;220463;1403,00;fair;Picard;OCC;France;12;18371,92
Volkswagen;Tiguan;2012;Crossover;Hybrid;AMT;208763;1641,00;excellent;Sulzbach-Rosenberg;HH;Germany;13;16058,69
Tata;Altroz;2022;Crossover;Petrol;CVT;45527;8746,00;fair;Smithstad;BC;Canada;3;15175,67
Honda;Amaze;2006;Sedan;Petrol;Automatic;403088;1265,00;excellent;横浜市青葉区;Osaka;Japan;19;21215,16
Maruti;Wagon R;2013;Crossover;Plug-in Hybrid;DCT;206318;1305,00;good;Koblenz;NI;Germany;12;17193,17
Skoda;Octavia;2015;MPV;Petrol;Automatic;153008;2402,00;excellent;Baileyburgh;NT;Australia;10;15300,80
Kia;Sorento;2023;Hatchback;Electric;Automatic;12176;17800,00;good;Aparecida;RS;Brazil;2;6088,00
Tesla;Model 3;2014;MPV;Petrol;Manual;182420;3042,00;good;New Drewton;ACT;Australia;11;16583,64
Kia;Sonet;2012;Van;Hybrid;Manual;203759;1525,00;excellent;New Ann;SCT;UK;13;15673,77
Volkswagen;Jetta;2024;Pickup;Petrol;Manual;22484;37745,00;like new;Mittweida;SL;Germany;1;22484,00
Tata;Nexon;2020;Convertible;Petrol;Automatic;90311;9798,00;excellent;Sambalpur;DL;India;5;18062,20
Mahindra;Bolero;2015;Coupe;Diesel;Automatic;212626;1884,00;excellent;山武郡九十九里町;Fukuoka;Japan;10;21262,60
Hyundai;Elantra;2012;Hatchback;Hybrid;Manual;102255;1438,00;excellent;Sousa de da Rosa;RS;Brazil;13;7865,77
Chevrolet;Malibu;2012;Pickup;Electric;Automatic;191030;1228,00;salvage;Nandyal;TN;India;13;14694,62
Tata;Harrier;2011;Hatchback;Diesel;Automatic;162413;1256,00;good;Silveira da Prata;MG;Brazil;14;11600,93
Maruti;Ertiga;2014;Crossover;Petrol;Automatic;162589;1377,00;good;da Luz de Goiás;CE;Brazil;11;14780,82
Volkswagen;Jetta;2012;Hatchback;Diesel;Automatic;295527;1214,00;like new;Lüdenscheid;BW;Germany;13;22732,85
Kia;Sorento;2023;SUV;Petrol;Automatic;20973;23378,00;good;Farias;PA;Brazil;2;10486,50
Tata;Altroz;2023;Convertible;Petrol;Automatic;16023;14495,00;fair;Lopezland;GA;US;2;8011,50
Mercedes-Benz;GLC;2018;Hatchback;Diesel;Automatic;73079;8751,00;like new;Jacksontown;AB;Canada;7;10439,86
Mercedes-Benz;GLA;2007;Coupe;Petrol;Manual;331564;1314,00;good;横浜市鶴見区;Tokyo;Japan;18;18420,22
Audi;A4;2013;Sedan;Petrol;Automatic;121978;3124,00;excellent;Clarkport;CO;US;12;10164,83
Chevrolet;Trax;2022;Sedan;Electric;Automatic;44480;18868,00;excellent;Siegen;SH;Germany;3;14826,67
Chevrolet;Equinox;2024;Pickup;Petrol;Automatic;16086;18479,00;salvage;South Nicholasberg;SCT;UK;1;16086,00
Toyota;Corolla;2019;Hatchback;Hybrid;Automatic;87300;4781,00;excellent;Jonesville;ACT;Australia;6;14550,00
Honda;CR-V;2024;SUV;Diesel;Automatic;7583;29835,00;good;Pinto da Prata;CE;Brazil;1;7583,00
Chevrolet;Trax;2008;Van;Electric;Automatic;329391;1271,00;like new;Le Goff-les-Bains;GES;France;17;19375,94
Toyota;Innova;2016;Sedan;Petrol;Manual;81653;2182,00;salvage;Williamshaven;AZ;US;9;9072,56
Chevrolet;Equinox;2014;SUV;Petrol;Automatic;257072;1941,00;fair;日野市;Kanagawa;Japan;11;23370,18
Volkswagen;Tiguan;2019;Convertible;Hybrid;Automatic;96254;7197,00;fair;East London;FS;South Africa;6;16042,33
Tesla;Model 3;2019;SUV;Petrol;Manual;157638;12174,00;excellent;Delitzsch;HE;Germany;6;26273,00
Chevrolet;Trax;2021;Van;Petrol;Manual;61934;9091,00;fair;Jasonhaven;NC;US;4;15483,50
